cpu	memory	committed	bwin	bwout	nchan
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
0.0	81.0	103.9	0.0	0.0	0
